autosklearn-v,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn-e,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn-m,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
autosklearn,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
tpot,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263158
ATM,0.9210526315789473,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9736842105263158
SmartML-m,1,1,1,1,1,1,1,1,0.9736842105,1
SmartML-e,0.9736842105,1,0.9736842105,1,0.9736842105,1,0.9736842105,0.9736842105,1,1
Recipe,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9473684211,0.9736842105,0.9736842105,0.9736842105,0.9736842105
Autoweka,0.973684,0.973684,0.973684,0.973684,0.973684,0.947368,0.973684,0.973684,0.973684,0.973684
